invoice_no,transaction_date,customer_id,description,category,order_city_cleaned,order_postal,state,region,latitude,longitude,quantity,costs,profit_per_unit,baseline_shipping_cost,hypothesis_factor,hypothesis_shipping_cost,profit_before_shipping,profit_after_baseline,profit_after_hypothesis
574950,11/8/2021 09:29,,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,,,,,,,1,5,41.74,5,1.0,5,41.74,36.74,36.74
574950,11/8/2021 09:29,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,1,9,25.74,9,1.0,9,25.74,16.74,16.74
574950,11/8/2021 09:29,,Pet Hair Remover,Grooming,,,,,,,1,5,18.78,5,1.0,5,18.78,13.78,13.78
574950,11/8/2021 09:29,,Purina Pro Plan Adult Sensitive Skin,Supplements,,,,,,,1,10,71.74,10,1.0,10,71.74,61.74,61.74
574950,11/8/2021 09:29,,Rechargeable Pet Nail Grinder,Grooming,,,,,,,1,5,34.74,5,1.0,5,34.74,29.74,29.74
574950,11/8/2021 09:29,,Sheba Perfect Portions Pat Wet Cat Food,Food,,,,,,,2,2.5,7.28,4.25,0.8,4.0,14.56,10.31,10.56
574950,11/8/2021 09:29,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,,,,,,,1,20,114.76,20,1.0,20,114.76,94.76,94.76
574950,11/8/2021 09:29,,Templation Soft Cat Treats,Pet Food,,,,,,,4,6,18.78,18.6,0.6,14.4,75.12,56.52,60.72
574950,,,UltraSound Dog Barking Deterrent,Electronics,,,,,,,1,5,44.74,5,1.0,5,44.74,39.74,39.74
574951,11/8/2021 09:44,15763,Purina Pro Plan Adult Sensitive Skin,Supplements,yadkinville,27055-7104,NC,East,361.346,-806.595,1,10,26.5,10,1.0,10,26.5,16.5,16.5
574951,,15763,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,yadkinville,27055-7104,NC,East,361.346,-806.595,1,20,41.5,20,1.0,20,41.5,21.5,21.5
574953,11/8/2021 09:50,16187,Pet Grooming Brush,Grooming,las vegas,89135-1650,NV,West,361.663,-1.151.492,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
,11/8/2021 09:54,16732,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,huber heights,45424-3404,OH,Central,398.439,-841.247,3,9,8.7,21.6,0.6,16.2,26.1,4.5,9.9
574956,11/8/2021 09:54,16732,Purina Pro Plan Adult Sensitive Skin,Supplements,huber heights,45424-3404,OH,Central,398.439,-841.247,1,10,26.5,10,1.0,10,26.5,16.5,16.5
574956,11/8/2021 09:54,16732,Templation Soft Cat Treats,Pet Food,huber heights,45424-3404,OH,Central,398.439,-841.247,2,6,6.48,10.2,0.8,9.6,12.96,2.76,3.36
574960,11/8/2021 10:17,17091,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,upper chichester,19014-3341,PA,East,398.384,-754.405,1,5,17.5,5,1.0,5,17.5,12.5,12.5
574960,11/8/2021 10:17,17091,Purina Pro Plan Adult Sensitive Skin,Supplements,upper chichester,19014-3341,PA,East,398.384,-754.405,1,10,26.5,10,1.0,10,26.5,16.5,16.5
574962,11/8/2021 10:26,15194,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,frederick,21705-3613,MD,East,394.144,-774.106,4,5,14.5,15.5,0.6,12.0,58.0,42.5,46.0
,11/8/2021 10:26,,Earth Rated Dog Poop Bags,Disposables,,,,,,,5,4,7.48,15.2,0.5,10.0,37.4,22.2,27.4
574962,11/8/2021 10:26,15194,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,frederick,21705-3613,MD,East,394.144,-774.106,5,6,4.48,22.8,0.5,15.0,22.4,-0.399999999999995,7.4
574965,11/8/2021 10:44,17964,Templation Soft Cat Treats,Pet Food,bainbridge island,98110-2641,WA,West,476.553,-1.225.351,1,6,6.48,6,1.0,6,6.48,0.48,0.48
574965,11/8/2021 10:44,17964,Templation Soft Cat Treats,Pet Food,bainbridge island,98110-2641,WA,West,476.553,-1.225.351,2,6,6.48,10.2,0.8,9.6,12.96,2.76,3.36
574966,11/8/2021 10:50,14901,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,baton rouge,70817,LA,Central,304.507,-911.546,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
574966,11/8/2021 10:50,14901,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,baton rouge,70817,LA,Central,304.507,-911.546,2,9,8.7,15.3,0.8,14.4,17.4,2.1,3.0
,11/8/2021 10:50,14901,Templation Soft Cat Treats,Pet Food,baton rouge,70817,LA,Central,304.507,-911.546,2,6,6.48,10.2,0.8,9.6,12.96,2.76,3.36
574967,11/8/2021 10:51,,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,,,,,,,4,5,46.78,15.5,0.6,12.0,187.12,171.62,175.12
574967,,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,3,9,30.78,21.6,0.6,16.2,92.34,70.74,76.14
574967,11/8/2021 10:51,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,,,,,,,2,12,46.74,20.4,0.8,19.2,93.48,73.08,74.28
574967,11/8/2021 10:51,,Pet Grooming Brush,Grooming,,,,,,,4,5,25.76,15.5,0.6,12.0,103.04,87.54,91.04
574967,11/8/2021 10:51,,ProBiotic Supplements for Dogs,Supplements,,,,,,,2,7,52.76,11.9,0.8,11.2,105.52,93.62,94.32
574967,11/8/2021 10:51,,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,,,,,,,2,10,46.74,17.0,0.8,16.0,93.48,76.48,77.48
574967,11/8/2021 10:51,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,,,,,,,1,20,114.76,20,1.0,20,114.76,94.76,94.76
575003,11/8/2021 11:09,15950,Earth Rated Dog Poop Bags,Disposables,basking ridge,07920-1973,NJ,East,406.853,-745.475,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
575003,11/8/2021 11:09,15950,Pet Odor Eliminator,Cleanig Supplies,basking ridge,07920-1973,NJ,East,406.853,-745.475,4,4,6.14,12.4,0.6,9.6,24.56,12.16,14.96
575003,11/8/2021 11:09,15950,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,basking ridge,07920-1973,NJ,East,406.853,-745.475,1,10,11.7,10,1.0,10,11.7,1.7,1.7
575003,11/8/2021 11:09,15950,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,basking ridge,07920-1973,NJ,East,406.853,-745.475,1,20,41.5,20,1.0,20,41.5,21.5,21.5
575007,11/8/2021 11:20,14140,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,miami,33196,FL,East,257.743,-801.937,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
575007,11/8/2021 11:20,14140,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,miami,33196,FL,East,257.743,-801.937,1,20,41.5,20,1.0,20,41.5,21.5,21.5
575017,11/8/2021 11:25,17219,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,prosperity,29127-7182,SC,East,342.093,-815.332,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
575017,11/8/2021 11:25,,Templation Soft Cat Treats,Pet Food,,,,,,,1,6,6.48,6,1.0,6,6.48,0.48,0.48
575027,,13199,Templation Soft Cat Treats,Pet Food,san francisco,94114-2805,CA,West,377.648,-122.463,8,6,4.74,35.4,0.4,19.2,37.92,2.52000000000001,18.72
575034,11/8/2021 11:38,15573,Sheba Perfect Portions Pat Wet Cat Food,Food,big creek,38914-2693,MS,Central,338.526,-894.112,1,2.5,2.6,2.5,1.0,2.5,2.6,0.1,0.1
575036,11/8/2021 11:45,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
575036,11/8/2021 11:45,15249,ProBiotic Supplements for Dogs,Supplements,belfast,04915-7313,ME,East,444.259,-690.064,1,7,12.5,7,1.0,7,12.5,5.5,5.5
575037,11/8/2021 11:51,16066,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,n arlington,07031-6736,NJ,East,,,3,9,8.7,21.6,0.6,16.2,26.1,4.5,9.9
575037,11/8/2021 11:51,16066,Purina Pro Plan Adult Sensitive Skin,Supplements,n arlington,07031-6736,NJ,East,,,1,10,26.5,10,1.0,10,26.5,16.5,16.5
575039,11/8/2021 11:53,15005,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,chelsea,02150-2961,MA,East,423.918,-710.328,1,6,4.48,6,1.0,6,4.48,-1.52,-1.52
575039,11/8/2021 11:53,15005,Pet Hair Remover,Grooming,chelsea,02150-2961,MA,East,423.918,-710.328,1,5,6.48,5,1.0,5,6.48,1.48,1.48
575039,11/8/2021 11:53,15005,Sheba Perfect Portions Pat Wet Cat Food,Food,chelsea,02150-2961,MA,East,423.918,-710.328,2,2.5,2.6,4.25,0.8,4.0,5.2,0.95,1.2
575039,11/8/2021 11:53,15005,Templation Soft Cat Treats,Pet Food,chelsea,02150-2961,MA,East,423.918,-710.328,1,6,6.48,6,1.0,6,6.48,0.48,0.48
,11/8/2021 11:58,13381,UltraSound Dog Barking Deterrent,Electronics,west hills,91304-3660,CA,West,342.032,-1.186.455,1,5,9.7,5,1.0,5,9.7,4.7,4.7
575041,11/8/2021 12:01,17289,Dog and Puppy Pads,Disposables,hallettsville,77964-5468,TX,Central,294.439,-969.411,1,5,11.7,5,1.0,5,11.7,6.7,6.7
575041,11/8/2021 12:01,17289,Templation Soft Cat Treats,Pet Food,hallettsville,77964-5468,TX,Central,294.439,-969.411,2,6,6.48,10.2,0.8,9.6,12.96,2.76,3.36
575046,11/8/2021 12:09,15039,Dog and Puppy Pads,Disposables,lynnfield,1940,MA,East,42.539,-710.481,6,5,9.3,22.5,0.5,15.0,55.8,33.3,40.8
575046,,15039,Sheba Perfect Portions Pat Wet Cat Food,Food,lynnfield,1940,MA,East,42.539,-710.481,4,2.5,2.6,7.75,0.6,6.0,10.4,2.65,4.4
575049,11/8/2021 12:13,12721,Earth Rated Dog Poop Bags,Disposables,ceres,95307-1945,CA,West,375.949,-1.209.577,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
575049,11/8/2021 12:13,12721,Templation Soft Cat Treats,Pet Food,ceres,95307-1945,CA,West,375.949,-1.209.577,3,6,6.48,14.4,0.6,10.8,19.44,5.04,8.64
575051,11/8/2021 12:14,15957,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,bellmawr,08031-1258,NJ,East,398.676,-750.946,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
575051,11/8/2021 12:14,15957,Sheba Perfect Portions Pat Wet Cat Food,Food,bellmawr,08031-1258,NJ,East,398.676,-750.946,1,2.5,2.6,2.5,1.0,2.5,2.6,0.1,0.1
575060,11/8/2021 12:29,13089,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,playa del rey,90293-7902,CA,West,339.551,-1.184.367,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
575060,11/8/2021 12:29,13089,Templation Soft Cat Treats,Pet Food,playa del rey,90293-7902,CA,West,339.551,-1.184.367,2,6,6.48,10.2,0.8,9.6,12.96,2.76,3.36
575060,11/8/2021 12:29,13089,UltraSound Dog Barking Deterrent,Electronics,playa del rey,90293-7902,CA,West,339.551,-1.184.367,1,5,9.7,5,1.0,5,9.7,4.7,4.7
575062,11/8/2021 12:30,17651,Pet Hair Remover,Grooming,portland,78374-2402,TX,Central,278.768,-973.234,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
575063,11/8/2021 12:32,16764,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,marlow,73055,OK,Central,346.481,-979.581,1,20,41.5,20,1.0,20,41.5,21.5,21.5
575063,11/8/2021 12:32,16764,UltraSound Dog Barking Deterrent,Electronics,marlow,73055,OK,Central,346.481,-979.581,1,5,9.7,5,1.0,5,9.7,4.7,4.7
575067,11/8/2021 12:45,12583,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,glendale,85310-5136,AZ,West,33.539,-1.121.858,2,10,11.7,17.0,0.8,16.0,23.4,6.4,7.4
575067,,12583,Sheba Perfect Portions Pat Wet Cat Food,Food,glendale,85310-5136,AZ,West,33.539,-1.121.858,4,2.5,2.6,7.75,0.6,6.0,10.4,2.65,4.4
575068,11/8/2021 12:46,14282,Earth Rated Dog Poop Bags,Disposables,savannah,31407-3925,GA,East,320.835,-810.998,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
575068,11/8/2021 12:46,14282,Pet Grooming Brush,Grooming,savannah,31407-3925,GA,East,320.835,-810.998,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
575069,11/8/2021 12:51,17637,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,new braunfels,78132-4634,TX,Central,297.026,-981.256,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
575070,11/8/2021 12:58,17841,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,great falls,22066-1101,VA,East,389.982,-772.883,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
575070,11/8/2021 12:58,17841,UltraSound Dog Barking Deterrent,Electronics,great falls,22066-1101,VA,East,389.982,-772.883,1,5,9.7,5,1.0,5,9.7,4.7,4.7
575071,11/8/2021 13:01,12990,Earth Rated Dog Poop Bags,Disposables,monterey park,91755-4128,CA,West,340.512,-1.181.292,4,4,7.48,12.4,0.6,9.6,29.92,17.52,20.32
575071,11/8/2021 13:01,12990,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,monterey park,91755-4128,CA,West,340.512,-1.181.292,2,6,4.48,10.2,0.8,9.6,8.96,-1.24,-0.640000000000001
575073,11/8/2021 13:10,13975,Earth Rated Dog Poop Bags,Disposables,plant city,33565-5349,FL,East,280.163,-821.235,1,4,7.48,4,1.0,4,7.48,3.48,3.48
575073,11/8/2021 13:10,13975,Templation Soft Cat Treats,Pet Food,plant city,33565-5349,FL,East,280.163,-821.235,4,6,4.74,18.6,0.6,14.4,18.96,0.360000000000003,4.56
575074,11/8/2021 13:11,,Pet Hair Remover,Grooming,,,,,,,1,5,6.48,5,1.0,5,6.48,1.48,1.48
575075,11/8/2021 13:19,13975,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,plant city,33565-5349,FL,East,280.163,-821.235,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
575076,11/8/2021 13:20,16639,Dog and Puppy Pads,Disposables,findlay,45840-2917,OH,Central,410.414,-836.504,2,5,11.7,8.5,0.8,8.0,23.4,14.9,15.4
575078,11/8/2021 13:25,,Earth Rated Dog Poop Bags,Disposables,,,,,,,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
575085,11/8/2021 13:41,12849,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,homewood,96141,CA,West,390.869,-1.201.602,1,5,17.5,5,1.0,5,17.5,12.5,12.5
575086,11/8/2021 13:52,16618,Dog and Puppy Pads,Disposables,columbus,43202,OH,Central,399.623,-830.007,2,5,11.7,8.5,0.8,8.0,23.4,14.9,15.4
575086,11/8/2021 13:52,16618,ProBiotic Supplements for Dogs,Supplements,columbus,43202,OH,Central,399.623,-830.007,2,7,12.5,11.9,0.8,11.2,25.0,13.1,13.8
575087,11/8/2021 13:57,16549,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,tonawanda,14150-4616,NY,East,430.207,-788.784,1,5,17.5,5,1.0,5,17.5,12.5,12.5
575087,11/8/2021 13:57,16549,Dog and Puppy Pads,Disposables,tonawanda,14150-4616,NY,East,430.207,-788.784,1,5,11.7,5,1.0,5,11.7,6.7,6.7
575087,11/8/2021 13:57,16549,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,tonawanda,14150-4616,NY,East,430.207,-788.784,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
575087,11/8/2021 13:57,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,,,,,,,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
575087,11/8/2021 13:57,16549,Pet Grooming Brush,Grooming,tonawanda,14150-4616,NY,East,430.207,-788.784,1,5,5.9,5,1.0,5,5.9,0.9,0.9
575088,11/8/2021 14:00,13272,Dog and Puppy Pads,Disposables,santa barbara,93111-1326,CA,West,344.098,-119.697,1,5,11.7,5,1.0,5,11.7,6.7,6.7
575089,11/8/2021 14:02,13437,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,pacifica,94044-1218,CA,West,376.138,-1.224.869,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
575091,11/8/2021 14:05,17160,Pet Grooming Brush,Grooming,wyoming,02898-1225,RI,East,415.154,-717.015,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
575117,11/8/2021 14:22,12748,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,copperopolis,95228-9644,CA,West,37.981,-1.206.419,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
575117,11/8/2021 14:22,12748,Templation Soft Cat Treats,Pet Food,copperopolis,95228-9644,CA,West,37.981,-1.206.419,1,6,6.48,6,1.0,6,6.48,0.48,0.48
575127,11/8/2021 14:26,13695,Purina Pro Plan Adult Sensitive Skin,Supplements,newark,19711-3104,DE,East,396.852,-757.508,1,10,26.5,10,1.0,10,26.5,16.5,16.5
575129,11/8/2021 14:30,,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,,,,,,,1,5,17.5,5,1.0,5,17.5,12.5,12.5
575130,11/8/2021 14:38,,Templation Soft Cat Treats,Pet Food,,,,,,,1,6,6.48,6,1.0,6,6.48,0.48,0.48
575132,11/8/2021 14:44,18177,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,greenleaf,54126-9616,WI,Central,443.136,-880.957,2,6,4.48,10.2,0.8,9.6,8.96,-1.24,-0.640000000000001
575136,11/8/2021 14:53,15103,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,westminster,1473,MA,East,425.459,-719.106,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
575137,11/8/2021 15:13,13090,Templation Soft Cat Treats,Pet Food,playa del rey,90293-8186,CA,West,339.551,-1.184.367,2,6,6.48,10.2,0.8,9.6,12.96,2.76,3.36
575138,,,Dog and Puppy Pads,Disposables,,,,,,,3,5,33.78,12.0,0.6,9.0,101.34,89.34,92.34
575138,11/8/2021 15:24,,Earth Rated Dog Poop Bags,Disposables,,,,,,,3,4,19.78,9.6,0.6,7.2,59.34,49.74,52.14
575138,11/8/2021 15:24,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,3,9,30.78,21.6,0.6,16.2,92.34,70.74,76.14
575138,11/8/2021 15:24,,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,,,,,,,3,6,16.78,14.4,0.6,10.8,50.34,35.94,39.54
,11/8/2021 15:24,,Purina Pro Plan Adult Sensitive Skin,Supplements,,,,,,,1,10,71.74,10,1.0,10,71.74,61.74,61.74
575138,11/8/2021 15:24,,Rechargeable Pet Nail Grinder,Grooming,,,,,,,1,5,34.74,5,1.0,5,34.74,29.74,29.74
575138,11/8/2021 15:24,,Templation Soft Cat Treats,Pet Food,,,,,,,1,6,23.76,6,1.0,6,23.76,17.76,17.76
,,,Templation Soft Cat Treats,Pet Food,,,,,,,2,6,18.78,10.2,0.8,9.6,37.56,27.36,27.96
,11/8/2021 15:24,,UltraSound Dog Barking Deterrent,Electronics,,,,,,,1,5,44.74,5,1.0,5,44.74,39.74,39.74
575139,11/8/2021 15:26,16863,Dog and Puppy Pads,Disposables,rogue river,97537-9615,OR,West,42.436,-123.172,1,5,11.7,5,1.0,5,11.7,6.7,6.7
575139,11/8/2021 15:26,16863,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,rogue river,97537-9615,OR,West,42.436,-123.172,1,10,11.7,10,1.0,10,11.7,1.7,1.7
575141,11/8/2021 15:35,15615,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,snyder,14226,NY,East,,,2,5,17.5,8.5,0.8,8.0,35.0,26.5,27.0
575141,11/8/2021 15:35,15615,Earth Rated Dog Poop Bags,Disposables,snyder,14226,NY,East,,,4,4,7.48,12.4,0.6,9.6,29.92,17.52,20.32
575140,11/8/2021 15:35,18198,Pet Grooming Brush,Grooming,"madison,",53703,WI,Central,430.748,-893.838,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
575143,11/8/2021 15:37,13643,Dog and Puppy Pads,Disposables,redding,06896-2206,CT,East,413.026,-733.835,1,5,11.7,5,1.0,5,11.7,6.7,6.7
,11/8/2021 15:45,17313,Canned Cat Food,Food,north richland hills,76180-8148,TX,Central,328.343,-972.289,7,9,8.34,46.8,0.5,31.5,58.38,11.58,26.88
575149,11/8/2021 15:59,16626,Canned Cat Food,Food,columbus,43220-5059,OH,Central,399.623,-830.007,1,9,10.5,9,1.0,9,10.5,1.5,1.5
575154,11/8/2021 16:15,12395,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,lansing,48910-1873,MI,Central,427.338,-845.554,1,20,41.5,20,1.0,20,41.5,21.5,21.5
575154,11/8/2021 16:15,12395,Templation Soft Cat Treats,Pet Food,lansing,48910-1873,MI,Central,427.338,-845.554,1,6,6.48,6,1.0,6,6.48,0.48,0.48
575164,11/8/2021 16:55,18216,Dog and Puppy Pads,Disposables,milwaukee,53211,WI,Central,430.115,-879.735,1,5,11.7,5,1.0,5,11.7,6.7,6.7
575165,11/8/2021 17:05,14342,Pet Odor Eliminator,Cleanig Supplies,cedar rapids,52403-2087,IA,Central,419.759,-916.704,3,4,6.14,9.6,0.6,7.2,18.42,8.82,11.22
575166,11/8/2021 17:09,17022,Earth Rated Dog Poop Bags,Disposables,norristown,19401-3319,PA,East,401.215,-753.399,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
575166,11/8/2021 17:09,17022,Templation Soft Cat Treats,Pet Food,norristown,19401-3319,PA,East,401.215,-753.399,1,6,6.48,6,1.0,6,6.48,0.48,0.48
575169,11/8/2021 17:21,14367,Rechargeable Pet Nail Grinder,Grooming,wilton,52778-7746,IA,Central,415.889,-910.168,1,5,10.5,5,1.0,5,10.5,5.5,5.5
575176,,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,19.78,4,1.0,4,19.78,15.78,15.78
575176,11/8/2021 18:29,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,2,9,25.74,15.3,0.8,14.4,51.48,36.18,37.08
575176,11/8/2021 18:29,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,,,,,,,1,12,46.74,12,1.0,12,46.74,34.74,34.74
575176,11/8/2021 18:29,,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,,,,,,,1,6,16.78,6,1.0,6,16.78,10.78,10.78
575176,11/8/2021 18:29,,Pet Grooming Brush,Grooming,,,,,,,1,5,20.78,5,1.0,5,20.78,15.78,15.78
575176,11/8/2021 18:29,,Pet Hair Remover,Grooming,,,,,,,2,5,18.78,8.5,0.8,8.0,37.56,29.06,29.56
575176,11/8/2021 18:29,,Rechargeable Pet Nail Grinder,Grooming,,,,,,,1,5,34.74,5,1.0,5,34.74,29.74,29.74
575176,11/8/2021 18:29,,Sheba Perfect Portions Pat Wet Cat Food,Food,,,,,,,6,2.5,7.28,11.25,0.5,7.5,43.68,32.43,36.18
575176,11/8/2021 18:29,,Templation Soft Cat Treats,Pet Food,,,,,,,5,6,18.78,22.8,0.5,15.0,93.9,71.1,78.9
575176,11/8/2021 18:29,,UltraSound Dog Barking Deterrent,Electronics,,,,,,,1,5,44.74,5,1.0,5,44.74,39.74,39.74
575177,11/8/2021 18:41,,Dog and Puppy Pads,Disposables,,,,,,,1,5,28.74,5,1.0,5,28.74,23.74,23.74
575177,11/8/2021 18:41,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,19.78,4,1.0,4,19.78,15.78,15.78
575177,11/8/2021 18:41,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,1,9,25.74,9,1.0,9,25.74,16.74,16.74
575177,11/8/2021 18:41,,Pet Hair Remover,Grooming,,,,,,,1,5,18.78,5,1.0,5,18.78,13.78,13.78
575177,11/8/2021 18:41,,Pet Odor Eliminator,Cleanig Supplies,,,,,,,3,4,14.72,9.6,0.6,7.2,44.16,34.56,36.96
575177,11/8/2021 18:41,,ProBiotic Supplements for Dogs,Supplements,,,,,,,1,7,52.76,7,1.0,7,52.76,45.76,45.76
575177,11/8/2021 18:41,,Sheba Perfect Portions Pat Wet Cat Food,Food,,,,,,,2,2.5,7.28,4.25,0.8,4.0,14.56,10.31,10.56
575177,11/8/2021 18:41,,Templation Soft Cat Treats,Pet Food,,,,,,,2,6,18.78,10.2,0.8,9.6,37.56,27.36,27.96
575177,11/8/2021 18:41,,UltraSound Dog Barking Deterrent,Electronics,,,,,,,1,5,44.74,5,1.0,5,44.74,39.74,39.74
575179,11/9/2021 08:11,14284,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,savannah,31410-1616,GA,East,320.835,-810.998,1,5,17.5,5,1.0,5,17.5,12.5,12.5
575179,11/9/2021 08:11,14284,Rechargeable Pet Nail Grinder,Grooming,savannah,31410-1616,GA,East,320.835,-810.998,1,5,10.5,5,1.0,5,10.5,5.5,5.5
575181,11/9/2021 08:21,14709,Earth Rated Dog Poop Bags,Disposables,indianapolis,46220-1838,IN,Central,397.683,-861.584,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
575181,11/9/2021 08:21,14709,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,indianapolis,46220-1838,IN,Central,397.683,-861.584,2,6,4.48,10.2,0.8,9.6,8.96,-1.24,-0.640000000000001
575181,11/9/2021 08:21,14709,Pet Hair Remover,Grooming,indianapolis,46220-1838,IN,Central,397.683,-861.584,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
575183,11/9/2021 08:36,13046,NexGard Chew for Dogs,Food,orange,92869,CA,West,337.873,-1.178.503,1,7,17.7,7,1.0,7,17.7,10.7,10.7
575183,11/9/2021 08:36,13046,Pet Odor Eliminator,Cleanig Supplies,orange,92869,CA,West,337.873,-1.178.503,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
575183,11/9/2021 08:36,13046,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,orange,92869,CA,West,337.873,-1.178.503,1,20,41.5,20,1.0,20,41.5,21.5,21.5
575185,11/9/2021 08:50,14051,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,tallahassee,32309-2857,FL,East,304.381,-842.809,4,5,14.5,15.5,0.6,12.0,58.0,42.5,46.0
575185,11/9/2021 08:50,14051,Purina Pro Plan Adult Sensitive Skin,Supplements,tallahassee,32309-2857,FL,East,304.381,-842.809,5,10,19.48,38.0,0.5,25.0,97.4,59.4,72.4
575185,11/9/2021 08:50,14051,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,tallahassee,32309-2857,FL,East,304.381,-842.809,1,20,41.5,20,1.0,20,41.5,21.5,21.5
